char,observations,max_level,min_level,first_seen,last_seen,activity_days,days_since_start,unique_zones,guild_count,race,charclass,level_gain,has_guild,churned
3952,160,63,60,2008-01-03 18:12:40,2008-04-18 21:44:17,106,2,15,1,Tauren,Shaman,3,1,1
3965,326,70,70,2008-03-02 15:28:20,2008-09-23 20:07:40,205,61,27,1,Tauren,Warrior,0,1,0
3973,7,22,22,2008-01-02 01:53:03,2008-04-02 17:53:02,91,1,1,1,Tauren,Warrior,0,1,1
3977,4,24,24,2008-01-19 11:18:28,2008-05-08 00:57:39,109,18,1,0,Troll,Rogue,0,0,0
3982,1367,70,70,2008-01-02 10:22:58,2008-09-25 12:28:01,267,1,57,1,Tauren,Druid,0,1,0
3988,319,70,67,2008-01-02 01:54:40,2008-05-15 22:04:26,134,1,30,1,Undead,Warlock,3,1,0
3989,2,29,29,2008-01-25 01:40:05,2008-04-22 23:44:29,88,24,2,1,Tauren,Druid,0,1,1
3992,331,40,27,2008-01-01 20:02:50,2008-09-26 18:17:15,268,0,19,1,Tauren,Hunter,13,1,0
3994,2243,70,70,2008-01-01 16:53:20,2008-09-30 00:04:54,272,0,47,2,Tauren,Shaman,0,1,0
3996,2,5,5,2008-01-16 00:57:34,2008-01-16 01:08:03,0,15,1,0,Tauren,Warrior,0,0,1
4002,1412,70,70,2008-01-01 00:02:24,2008-09-14 18:07:09,257,0,45,1,Orc,Hunter,0,1,0
4006,996,70,44,2008-06-24 13:28:40,2008-08-31 00:18:28,67,175,50,1,Tauren,Hunter,26,1,1
4008,1551,70,70,2008-01-01 12:24:52,2008-09-12 21:20:07,255,0,22,1,Undead,Priest,0,1,0
4009,54,39,39,2008-01-03 01:02:10,2008-09-28 05:06:49,269,2,8,1,Orc,Hunter,0,1,0
4012,91,43,38,2008-03-18 22:08:48,2008-05-28 12:22:53,70,77,14,1,Tauren,Druid,5,1,0
4016,56,20,18,2008-07-09 17:17:05,2008-09-12 22:58:00,65,190,5,0,Troll,Rogue,2,0,0
4019,3,7,6,2008-09-18 23:51:12,2008-09-19 00:08:52,0,261,1,0,Undead,Mage,1,0,0
4043,7,45,45,2008-02-21 13:53:11,2008-04-11 04:20:44,49,51,2,1,Undead,Priest,0,1,1
4047,13,10,9,2008-01-08 00:13:03,2008-01-29 23:48:27,21,7,4,1,Undead,Rogue,1,1,1
4056,63,18,18,2008-01-14 21:58:39,2008-08-07 11:26:05,205,13,1,1,Troll,Hunter,0,1,0
4064,375,70,70,2008-01-01 22:03:45,2008-09-06 01:29:46,248,0,22,1,Troll,Hunter,0,1,0
4071,3,20,20,2008-01-01 04:43:53,2008-09-15 07:48:52,258,0,1,0,Undead,Warlock,0,0,0
4073,116,61,60,2008-03-31 00:05:39,2008-08-19 02:16:36,141,90,8,0,Tauren,Warrior,1,0,1
4127,7,63,63,2008-02-05 23:42:14,2008-02-29 13:08:05,23,35,2,1,Undead,Warlock,0,1,1
4139,1,18,18,2008-01-04 23:12:52,2008-01-04 23:12:52,0,3,1,1,Undead,Priest,0,1,1
4141,168,70,70,2008-01-01 00:04:26,2008-09-09 23:49:13,252,0,24,1,Undead,Mage,0,1,0
4158,1032,70,70,2008-01-10 19:30:41,2008-09-01 21:18:40,235,9,37,1,Tauren,Hunter,0,1,0
4175,313,70,70,2008-01-05 07:43:30,2008-09-30 23:56:06,269,4,27,1,Undead,Priest,0,1,0
4197,2017,70,70,2008-01-01 18:03:23,2008-09-30 21:04:27,273,0,61,1,Tauren,Druid,0,1,0
4198,685,70,66,2008-01-01 01:54:10,2008-09-29 18:35:54,272,0,35,1,Undead,Priest,4,1,0
4221,13,59,58,2008-04-10 12:26:51,2008-08-31 20:19:57,143,100,4,1,Undead,Warlock,1,1,1
4235,2784,70,62,2008-01-03 11:04:32,2008-08-20 08:47:16,229,2,51,3,Undead,Priest,8,1,1
4244,10,14,14,2008-03-24 17:40:25,2008-03-24 19:10:27,0,83,2,1,Undead,Priest,0,1,1
4265,130,18,1,2008-02-24 12:26:58,2008-05-21 13:44:52,87,54,6,0,Troll,Hunter,17,0,1
4271,1,60,60,2008-03-14 22:40:32,2008-03-14 22:40:32,0,73,1,1,Undead,Mage,0,1,1
4278,21,6,6,2008-07-03 16:21:05,2008-09-28 19:48:06,87,184,1,0,Troll,Hunter,0,0,0
4282,4,70,70,2008-01-10 18:51:54,2008-09-26 20:50:02,260,9,2,1,Troll,Mage,0,1,1
4287,50,14,3,2008-04-15 02:37:34,2008-04-25 16:16:14,10,105,3,0,Blood Elf,Rogue,11,0,1
4297,224,70,70,2008-01-02 18:33:54,2008-09-28 16:58:43,269,1,20,1,Troll,Priest,0,1,0
4302,2554,70,70,2008-01-01 21:33:41,2008-09-30 20:35:42,272,0,43,1,Troll,Priest,0,1,0
4308,79,11,11,2008-01-25 21:59:32,2008-09-13 12:37:31,231,24,1,1,Tauren,Warrior,0,1,0
4317,1677,70,32,2008-03-24 01:19:41,2008-09-29 20:26:28,189,83,70,1,Troll,Rogue,38,1,0
4318,2154,70,70,2008-01-01 11:25:03,2008-09-29 17:46:31,272,0,39,3,Undead,Warrior,0,1,0
4322,3,1,1,2008-01-02 00:34:03,2008-08-16 01:10:45,227,1,1,0,Undead,Priest,0,0,1
4342,3,19,19,2008-05-14 18:36:53,2008-05-19 19:24:27,5,134,1,0,Troll,Rogue,0,0,1
4349,1236,70,70,2008-01-08 23:13:26,2008-06-01 21:04:46,144,7,41,5,Undead,Priest,0,1,0
4369,5,1,1,2008-01-02 06:43:18,2008-09-15 06:17:52,256,1,1,0,Troll,Shaman,0,0,0
4371,1754,70,62,2008-01-25 15:40:59,2008-06-18 13:28:23,144,24,59,3,Undead,Priest,8,1,0
4374,20,4,4,2008-06-27 18:23:49,2008-08-16 14:30:37,49,178,1,0,Undead,Mage,0,0,1
4390,3,23,23,2008-07-28 00:34:22,2008-09-28 14:38:52,62,209,1,0,Undead,Warlock,0,0,0
4395,1063,70,70,2008-01-06 13:12:01,2008-09-27 20:47:25,265,5,52,1,Tauren,Hunter,0,1,0
4399,2989,70,70,2008-01-01 00:02:59,2008-09-29 20:04:45,272,0,66,1,Tauren,Warrior,0,1,0
4410,435,70,70,2008-01-11 01:31:47,2008-09-20 16:19:02,253,10,32,1,Undead,Mage,0,1,0
4426,981,70,56,2008-01-02 18:33:23,2008-09-29 13:28:57,270,1,59,1,Troll,Hunter,14,1,0
4429,1,25,25,2008-03-19 10:38:33,2008-03-19 10:38:33,0,78,1,0,Tauren,Hunter,0,0,1
4445,153,2,2,2008-01-08 20:12:06,2008-09-26 15:08:04,261,7,1,2,Troll,Hunter,0,1,0
4452,1,2,2,2008-01-25 12:52:12,2008-01-25 12:52:12,0,24,1,0,Blood Elf,Paladin,0,0,1
4463,3,60,60,2008-01-21 15:08:17,2008-07-24 20:30:34,185,20,1,1,Undead,Rogue,0,1,1
4481,1,23,23,2008-03-29 16:16:05,2008-03-29 16:16:05,0,88,1,1,Undead,Mage,0,1,1
4494,6,43,43,2008-07-01 21:29:05,2008-07-01 22:18:24,0,182,1,0,Undead,Warlock,0,0,1
4507,137,13,13,2008-01-27 04:40:56,2008-09-21 16:28:27,238,26,1,0,Undead,Mage,0,0,1
4508,1495,70,54,2008-01-02 17:24:18,2008-06-25 20:32:12,175,1,51,1,Undead,Warlock,16,1,0
4514,1273,70,70,2008-01-01 02:25:00,2008-09-29 23:56:00,272,0,44,1,Undead,Warlock,0,1,0
4531,14,7,7,2008-01-23 20:56:27,2008-09-13 01:56:49,233,22,1,0,Orc,Hunter,0,0,0
4539,15,13,13,2008-01-09 01:02:40,2008-08-27 03:19:05,231,8,1,0,Troll,Rogue,0,0,0
4548,45,18,12,2008-04-07 22:39:43,2008-08-23 12:38:50,137,97,3,0,Blood Elf,Rogue,6,0,1
4571,1,8,8,2008-03-23 17:49:54,2008-03-23 17:49:54,0,82,1,0,Undead,Mage,0,0,1
4574,1,4,4,2008-02-24 12:16:51,2008-02-24 12:16:51,0,54,1,1,Troll,Shaman,0,1,1
4586,82,60,60,2008-01-19 00:28:29,2008-09-15 21:08:11,240,18,4,0,Troll,Warrior,0,0,0
4593,1,5,5,2008-04-02 19:44:36,2008-04-02 19:44:36,0,92,1,1,Undead,Warlock,0,1,1
4628,1,5,5,2008-09-26 20:48:45,2008-09-26 20:48:45,0,269,1,0,Tauren,Druid,0,0,1
4629,1588,65,1,2008-03-03 23:38:06,2008-09-30 21:44:42,210,62,50,1,Tauren,Shaman,64,1,0
4650,2203,70,70,2008-01-02 11:53:08,2008-09-28 13:27:19,270,1,33,3,Tauren,Warrior,0,1,0
4660,20,48,47,2008-06-24 22:37:24,2008-06-26 00:34:20,1,175,3,1,Tauren,Druid,1,1,0
4700,313,7,7,2008-06-24 17:57:50,2008-09-24 20:27:43,92,175,1,0,Troll,Hunter,0,0,0
4712,50,35,33,2008-01-01 18:21:48,2008-09-29 20:43:49,272,0,13,1,Orc,Hunter,2,1,1
4724,1,13,13,2008-02-03 15:34:07,2008-02-03 15:34:07,0,33,1,1,Troll,Rogue,0,1,1
4734,1296,70,20,2008-01-05 23:53:51,2008-09-30 12:59:36,268,4,42,0,Blood Elf,Paladin,50,0,0
4746,5,25,25,2008-01-02 22:52:27,2008-09-21 22:37:30,262,1,1,0,Tauren,Shaman,0,0,0
4759,10,10,10,2008-02-03 21:54:55,2008-09-29 11:58:37,238,33,1,1,Undead,Priest,0,1,0
4773,1,11,11,2008-07-08 20:53:32,2008-07-08 20:53:32,0,189,1,0,Orc,Shaman,0,0,1
4796,1,8,8,2008-04-19 22:34:13,2008-04-19 22:34:13,0,109,1,0,Tauren,Shaman,0,0,1
4815,3,1,1,2008-01-21 00:17:24,2008-04-26 18:05:03,96,20,1,1,Troll,Shaman,0,1,1
4816,8,70,70,2008-05-29 20:54:13,2008-05-31 17:23:55,1,149,5,1,Tauren,Shaman,0,1,0
4834,728,67,49,2008-01-13 23:37:37,2008-09-29 00:27:07,259,12,31,1,Tauren,Druid,18,1,0
4838,1317,70,70,2008-01-01 21:14:39,2008-09-30 23:56:06,273,0,59,1,Undead,Priest,0,1,0
4841,8,15,15,2008-04-19 12:37:24,2008-09-12 20:50:02,146,109,1,1,Undead,Warrior,0,1,1
4847,1,7,7,2008-07-23 18:39:29,2008-07-23 18:39:29,0,204,1,1,Tauren,Shaman,0,1,0
4858,7956,70,70,2008-01-01 15:24:56,2008-09-18 23:19:18,261,0,68,2,Undead,Rogue,0,1,0
4862,31,10,10,2008-03-23 15:29:41,2008-09-21 10:38:06,181,82,1,1,Troll,Priest,0,1,0
4868,1,7,7,2008-01-01 21:22:00,2008-01-01 21:22:00,0,0,1,0,Orc,Warrior,0,0,1
4876,296,67,62,2008-01-12 03:48:55,2008-09-30 04:33:58,262,11,14,2,Orc,Hunter,5,1,0
4910,1,10,10,2008-04-11 15:04:58,2008-04-11 15:04:58,0,101,1,0,Tauren,Shaman,0,0,1
4927,3,60,60,2008-04-10 12:26:51,2008-04-10 12:46:22,0,100,1,0,Undead,Rogue,0,0,1
4932,695,70,70,2008-01-01 00:22:37,2008-06-04 17:25:53,155,0,39,1,Orc,Hunter,0,1,0
4934,1,5,5,2008-01-28 00:40:24,2008-01-28 00:40:24,0,27,1,1,Troll,Rogue,0,1,1
4935,2,7,7,2008-02-15 16:25:15,2008-03-23 15:20:41,36,45,1,0,Blood Elf,Paladin,0,0,1
4939,29,61,61,2008-02-09 15:23:25,2008-07-21 00:19:06,162,39,9,1,Tauren,Druid,0,1,0
4948,147,62,60,2008-01-05 13:51:34,2008-09-28 03:37:22,266,4,9,5,Tauren,Shaman,2,1,0
4968,870,70,58,2008-06-20 20:56:05,2008-09-29 16:55:21,100,171,29,1,Troll,Warrior,12,1,0
4979,33,32,32,2008-02-11 22:23:50,2008-09-28 23:10:02,230,41,2,0,Troll,Priest,0,0,0
4985,3,70,70,2008-02-02 20:13:50,2008-07-25 01:58:58,173,32,2,1,Tauren,Warrior,0,1,1
4988,299,70,70,2008-01-01 23:24:12,2008-09-04 21:09:49,246,0,27,1,Undead,Mage,0,1,0
4989,1918,70,70,2008-01-01 00:03:09,2008-09-26 02:00:38,269,0,60,1,Tauren,Shaman,0,1,0
4991,2083,70,70,2008-01-01 09:14:15,2008-09-24 12:29:12,267,0,37,1,Undead,Mage,0,1,0
4998,2,3,1,2008-08-15 19:09:30,2008-08-15 19:19:15,0,227,1,0,Tauren,Warrior,2,0,1
5003,3,38,38,2008-07-18 07:22:28,2008-07-19 09:19:16,1,199,3,0,Tauren,Warrior,0,0,1
5007,2970,70,70,2008-01-01 22:54:54,2008-09-20 23:18:58,263,0,57,1,Undead,Priest,0,1,0
5015,2027,70,31,2008-01-26 20:39:33,2008-09-25 23:19:00,243,25,66,2,Tauren,Druid,39,1,0
5022,15,10,10,2008-04-11 01:34:33,2008-08-09 12:04:21,120,101,1,0,Orc,Warlock,0,0,1
5024,2,60,60,2008-03-30 16:34:24,2008-03-30 16:45:22,0,89,1,0,Undead,Priest,0,0,1
5027,29,38,37,2008-03-21 12:18:09,2008-09-15 13:48:05,178,80,8,1,Orc,Warrior,1,1,0
5031,179,70,70,2008-01-06 16:42:01,2008-09-27 16:17:51,264,5,9,1,Tauren,Hunter,0,1,0
5033,106,44,41,2008-01-05 06:01:53,2008-08-28 22:38:30,236,4,16,0,Tauren,Druid,3,0,0
5056,2,11,1,2008-04-13 15:34:39,2008-04-13 15:57:17,0,103,2,0,Undead,Priest,10,0,1
5057,45,64,63,2008-07-28 23:05:58,2008-08-26 19:16:15,28,209,3,0,Undead,Rogue,1,0,1
5080,101,17,17,2008-02-05 10:30:08,2008-08-05 02:14:19,181,35,2,1,Orc,Hunter,0,1,1
5085,498,70,60,2008-01-09 12:51:21,2008-07-21 18:31:17,194,8,28,3,Undead,Priest,10,1,0
5088,2827,70,70,2008-01-01 00:02:39,2008-09-21 00:48:18,264,0,59,2,Orc,Warlock,0,1,0
5134,1,60,60,2008-07-01 18:48:56,2008-07-01 18:48:56,0,182,1,1,Undead,Mage,0,1,1
5140,1,1,1,2008-04-13 18:05:33,2008-04-13 18:05:33,0,103,1,0,Blood Elf,Mage,0,0,1
5163,1,6,6,2008-06-29 00:34:50,2008-06-29 00:34:50,0,180,1,0,Undead,Rogue,0,0,1
5198,6009,70,70,2008-01-16 19:59:48,2008-09-30 00:17:24,257,15,84,1,Undead,Mage,0,1,0
5200,1,1,1,2008-01-16 12:09:27,2008-01-16 12:09:27,0,15,1,0,Undead,Priest,0,0,1
5203,46,62,1,2008-01-06 02:31:15,2008-06-10 04:37:36,156,5,5,1,Orc,Shaman,61,1,1
5207,1417,70,64,2008-01-01 20:51:53,2008-09-28 02:27:20,270,0,44,3,Orc,Shaman,6,1,0
5222,6,17,17,2008-01-28 00:09:48,2008-09-05 20:58:30,221,27,1,1,Tauren,Hunter,0,1,1
5228,3383,70,70,2008-01-05 18:53:15,2008-07-21 23:51:14,198,4,45,2,Undead,Priest,0,1,0
5233,23,11,11,2008-01-25 04:31:26,2008-06-11 03:27:13,137,24,1,1,Undead,Priest,0,1,0
5235,13,23,22,2008-01-23 17:46:23,2008-01-23 19:45:54,0,22,2,0,Orc,Shaman,1,0,1
5236,48,21,16,2008-02-23 17:37:54,2008-09-02 09:29:38,191,53,6,1,Undead,Warlock,5,1,0
5247,787,70,70,2008-01-01 01:54:20,2008-09-28 19:00:09,271,0,39,1,Undead,Mage,0,1,0
5251,9,54,53,2008-06-28 23:53:10,2008-06-29 01:23:08,0,179,4,0,Troll,Hunter,1,0,1
5252,1,38,38,2008-04-01 20:23:41,2008-04-01 20:23:41,0,91,1,1,Troll,Hunter,0,1,1
5254,252,63,52,2008-01-04 07:04:19,2008-05-10 18:47:56,127,3,30,1,Undead,Rogue,11,1,0
5261,3,22,22,2008-03-16 00:10:28,2008-03-21 20:40:11,5,75,1,1,Undead,Warrior,0,1,1
5263,445,70,61,2008-01-22 21:27:09,2008-08-14 17:49:41,204,21,22,1,Tauren,Shaman,9,1,0
5269,1384,70,64,2008-01-01 23:54:09,2008-09-29 16:37:25,271,0,40,1,Undead,Priest,6,1,0
5270,3,4,4,2008-03-24 15:59:56,2008-07-30 23:53:44,128,83,1,0,Undead,Rogue,0,0,0
5275,356,70,70,2008-01-01 21:53:17,2008-09-08 22:07:49,251,0,38,1,Tauren,Warrior,0,1,0
5281,4,21,20,2008-08-22 17:47:44,2008-08-22 18:19:10,0,234,1,0,Blood Elf,Paladin,1,0,1
5293,2,1,1,2008-02-04 04:05:09,2008-04-16 01:26:21,71,34,1,0,Undead,Rogue,0,0,0
5298,68,69,69,2008-01-20 07:37:20,2008-08-17 20:37:16,210,19,8,1,Troll,Hunter,0,1,1
5304,1,8,8,2008-02-10 12:24:52,2008-02-10 12:24:52,0,40,1,1,Undead,Mage,0,1,1
5309,638,70,70,2008-01-01 16:14:40,2008-08-31 00:40:17,242,0,31,1,Undead,Priest,0,1,0
5311,2519,70,70,2008-01-01 02:33:21,2008-08-03 06:13:00,215,0,73,1,Tauren,Druid,0,1,0
5317,3,1,1,2008-01-27 00:59:08,2008-09-20 10:06:58,237,26,1,0,Orc,Hunter,0,0,1
5354,1,6,6,2008-03-28 22:44:18,2008-03-28 22:44:18,0,87,1,0,Undead,Mage,0,0,1
5355,9,6,6,2008-02-14 00:44:31,2008-09-01 17:29:49,200,44,1,1,Undead,Mage,0,1,0
5381,314,54,44,2008-02-10 11:33:28,2008-06-28 14:32:19,139,40,21,1,Tauren,Hunter,10,1,0
5398,736,70,70,2008-01-01 01:44:02,2008-05-07 10:07:26,127,0,30,1,Troll,Priest,0,1,0
5414,6,28,28,2008-02-12 15:23:51,2008-08-09 01:45:52,178,42,2,0,Troll,Hunter,0,0,1
5426,1,6,6,2008-02-01 07:55:15,2008-02-01 07:55:15,0,31,1,1,Undead,Warlock,0,1,0
5432,6,41,41,2008-07-09 09:08:51,2008-08-05 18:36:05,27,190,1,0,Troll,Mage,0,0,0
5446,8,12,12,2008-01-02 01:53:39,2008-03-14 18:49:40,72,1,1,1,Troll,Rogue,0,1,1
5456,3244,70,39,2008-01-01 09:44:03,2008-09-22 22:30:34,265,0,83,1,Undead,Warlock,31,1,0
5462,123,31,24,2008-01-01 01:54:56,2008-01-27 00:22:27,25,0,14,1,Blood Elf,Warlock,7,1,1
5464,2869,70,70,2008-01-11 09:09:54,2008-09-29 16:18:57,262,10,70,2,Tauren,Shaman,0,1,0
5478,3,26,26,2008-01-11 23:41:07,2008-07-29 03:44:15,199,10,1,0,Undead,Priest,0,0,0
5483,627,70,63,2008-01-04 23:23:01,2008-09-29 23:16:22,268,3,31,2,Undead,Rogue,7,1,0
5504,999,63,26,2008-08-27 14:47:57,2008-09-30 23:54:24,34,239,47,1,Tauren,Warrior,37,1,0
5510,576,63,42,2008-03-16 19:08:49,2008-06-08 22:16:35,84,75,41,1,Tauren,Shaman,21,1,0
5512,40,1,1,2008-01-06 20:51:10,2008-09-14 03:06:49,251,5,1,1,Orc,Shaman,0,1,0
5527,591,70,70,2008-01-01 16:43:21,2008-04-17 23:45:52,107,0,28,1,Tauren,Warrior,0,1,0
5554,1586,70,70,2008-01-01 16:24:33,2008-08-09 13:39:18,220,0,40,2,Undead,Rogue,0,1,0
5562,20,28,27,2008-01-20 23:46:49,2008-09-17 01:57:22,240,19,3,1,Tauren,Shaman,1,1,0
5564,681,68,30,2008-03-15 00:18:48,2008-05-14 01:25:08,60,74,41,3,Tauren,Warrior,38,1,1
5582,5,61,61,2008-09-17 20:21:20,2008-09-17 20:59:01,0,260,1,0,Troll,Hunter,0,0,1
5583,1199,70,70,2008-01-06 21:14:05,2008-09-29 21:28:25,267,5,38,2,Undead,Warlock,0,1,0
5605,910,70,62,2008-01-03 00:33:25,2008-09-30 17:45:06,271,2,30,1,Troll,Priest,8,1,0
5620,1,45,45,2008-07-12 09:26:04,2008-07-12 09:26:04,0,193,1,0,Troll,Priest,0,0,1
5621,143,37,34,2008-01-17 00:07:25,2008-09-21 18:58:38,248,16,9,1,Orc,Rogue,3,1,0
5622,2,3,3,2008-07-05 09:31:35,2008-07-23 18:40:51,18,186,1,0,Undead,Rogue,0,0,1
5626,403,70,70,2008-02-03 22:35:16,2008-09-28 18:59:38,237,33,29,2,Troll,Priest,0,1,0
5632,5,5,5,2008-02-03 18:25:11,2008-04-20 21:27:22,77,33,1,0,Undead,Mage,0,0,1
5635,257,70,70,2008-01-23 08:26:53,2008-07-23 19:19:35,182,22,8,1,Tauren,Hunter,0,1,0
5672,1,4,4,2008-08-03 22:22:30,2008-08-03 22:22:30,0,215,1,0,Tauren,Shaman,0,0,1
5690,4,14,14,2008-01-10 14:02:40,2008-09-21 22:48:43,255,9,1,0,Troll,Priest,0,0,0
5693,121,65,62,2008-03-24 16:27:58,2008-09-21 22:00:53,181,83,13,1,Orc,Hunter,3,1,0
5694,142,70,70,2008-01-01 23:24:12,2008-09-26 21:01:25,268,0,19,1,Undead,Mage,0,1,1
5715,53,12,11,2008-01-01 06:02:29,2008-09-10 23:37:30,253,0,3,1,Tauren,Warrior,1,1,1
5717,2882,70,70,2008-02-03 11:36:39,2008-09-30 21:18:18,240,33,61,2,Blood Elf,Paladin,0,1,0
5725,80,65,64,2008-06-28 19:43:57,2008-07-23 20:51:01,25,179,6,1,Undead,Priest,1,1,0
5730,2433,70,70,2008-01-01 22:55:10,2008-08-04 02:34:32,215,0,61,1,Undead,Warrior,0,1,0
5744,164,34,22,2008-04-20 23:15:34,2008-09-27 22:00:06,159,110,16,1,Undead,Warlock,12,1,1
5758,548,70,70,2008-01-02 20:42:00,2008-09-29 21:26:02,271,1,29,1,Orc,Warrior,0,1,0
5770,661,70,70,2008-01-01 06:13:23,2008-06-27 18:11:56,178,0,34,1,Tauren,Hunter,0,1,0
5773,3,29,29,2008-01-01 01:53:14,2008-08-23 16:58:21,235,0,3,1,Troll,Shaman,0,1,1
5783,1459,70,65,2008-01-01 09:52:39,2008-09-30 22:24:49,273,0,38,1,Tauren,Hunter,5,1,0
5805,5,2,1,2008-02-14 22:55:16,2008-03-07 16:40:58,21,44,1,1,Blood Elf,Paladin,1,1,1
5812,1749,70,70,2008-01-01 23:53:13,2008-09-30 22:05:01,272,0,64,1,Tauren,Druid,0,1,0
5813,51,70,70,2008-01-06 09:52:29,2008-08-12 23:26:44,219,5,7,1,Tauren,Shaman,0,1,0
5819,973,70,70,2008-01-02 21:24:30,2008-06-25 22:45:18,175,1,39,3,Undead,Warrior,0,1,1
5836,460,70,70,2008-05-28 05:06:15,2008-08-18 20:39:33,82,148,8,1,Troll,Warrior,0,1,1
5849,2,51,51,2008-02-12 17:02:43,2008-02-12 17:12:46,0,42,1,0,Orc,Hunter,0,0,1
5854,1,11,11,2008-02-24 19:37:52,2008-02-24 19:37:52,0,54,1,0,Undead,Priest,0,0,0
5861,1,3,3,2008-01-14 23:08:24,2008-01-14 23:08:24,0,13,1,0,Troll,Rogue,0,0,1
5864,2,57,57,2008-01-29 23:18:31,2008-01-29 23:28:15,0,28,1,0,Undead,Mage,0,0,1
5885,120,70,70,2008-01-01 13:23:12,2008-08-19 01:37:31,230,0,12,1,Tauren,Druid,0,1,0
5922,2,40,40,2008-01-14 00:17:35,2008-03-23 04:28:49,69,13,1,1,Tauren,Warrior,0,1,1
5936,1,18,18,2008-02-03 12:23:06,2008-02-03 12:23:06,0,33,1,0,Orc,Warlock,0,0,1
5938,24,48,47,2008-01-20 01:18:09,2008-09-14 16:58:48,238,19,6,1,Undead,Rogue,1,1,1
5957,2,9,9,2008-01-12 12:19:24,2008-04-13 04:11:33,91,11,1,0,Orc,Hunter,0,0,1
5964,12,49,49,2008-01-18 20:28:07,2008-02-11 10:14:34,23,17,3,0,Troll,Warrior,0,0,0
5965,184,70,70,2008-01-05 19:22:54,2008-09-20 00:48:23,258,4,17,1,Troll,Mage,0,1,0
5966,1,11,11,2008-06-06 21:06:36,2008-06-06 21:06:36,0,157,1,0,Troll,Shaman,0,0,1
5971,13,19,18,2008-01-12 14:01:27,2008-01-19 22:38:25,7,11,4,1,Undead,Warlock,1,1,1
5980,26,62,62,2008-01-06 18:22:55,2008-09-27 23:18:34,265,5,3,0,Undead,Priest,0,0,0
5982,7,9,8,2008-06-08 13:07:32,2008-06-08 14:08:29,0,159,2,0,Undead,Warrior,1,0,1
5985,1025,70,70,2008-06-24 13:08:42,2008-09-14 14:40:47,82,175,48,3,Undead,Mage,0,1,1
5986,1,2,2,2008-07-08 19:56:37,2008-07-08 19:56:37,0,189,1,0,Blood Elf,Hunter,0,0,1
5987,1,52,52,2008-07-01 16:38:55,2008-07-01 16:38:55,0,182,1,1,Undead,Mage,0,1,1
6019,19,60,2,2008-08-24 13:57:36,2008-09-29 04:47:13,35,236,5,0,Tauren,Warrior,58,0,1
6026,9,1,1,2008-02-01 19:43:49,2008-05-14 01:35:29,102,31,2,0,Tauren,Shaman,0,0,1
6029,207,33,23,2008-03-20 22:40:27,2008-05-31 02:04:24,71,79,14,0,Undead,Warlock,10,0,1
6062,743,70,70,2008-01-06 20:32:26,2008-08-07 13:07:00,213,5,41,4,Troll,Hunter,0,1,0
6082,28,70,70,2008-02-02 22:15:35,2008-02-15 23:14:54,13,32,4,1,Undead,Priest,0,1,1
6103,26,3,3,2008-01-09 17:29:53,2008-09-28 17:19:25,262,8,1,0,Tauren,Druid,0,0,0
6112,84,30,25,2008-01-07 19:23:21,2008-07-15 01:44:32,189,6,10,1,Undead,Rogue,5,1,1
6120,2,10,10,2008-04-29 16:51:20,2008-05-06 18:05:49,7,119,1,0,Orc,Rogue,0,0,1
6137,2,22,22,2008-01-02 22:53:49,2008-07-26 10:34:36,205,1,2,1,Undead,Mage,0,1,0
6140,933,70,55,2008-01-13 09:15:15,2008-06-04 22:09:01,143,12,53,2,Undead,Mage,15,1,1
6142,1827,70,60,2008-01-04 18:51:47,2008-09-30 23:54:49,270,3,51,2,Tauren,Druid,10,1,0
6144,2796,70,21,2008-04-29 13:11:55,2008-08-14 21:59:45,107,119,76,2,Tauren,Warrior,49,1,0
6152,68,3,3,2008-01-01 02:34:12,2008-09-30 23:15:51,273,0,1,1,Undead,Warlock,0,1,0
6184,1,11,11,2008-06-05 20:56:56,2008-06-05 20:56:56,0,156,1,0,Tauren,Shaman,0,0,1
6202,182,26,2,2008-01-11 04:31:57,2008-09-29 08:40:36,262,10,13,1,Blood Elf,Paladin,24,1,0
6209,19,34,33,2008-03-24 01:20:27,2008-09-30 04:27:26,190,83,6,1,Undead,Mage,1,1,0
6210,430,65,54,2008-01-27 21:19:36,2008-09-30 04:15:00,246,26,33,1,Tauren,Druid,11,1,0
6221,4,70,70,2008-05-11 14:39:29,2008-08-19 10:30:31,99,131,1,1,Undead,Priest,0,1,1
6223,33,8,8,2008-01-02 01:04:07,2008-09-30 02:05:51,272,1,1,1,Undead,Priest,0,1,0
6231,1899,70,70,2008-01-01 00:25:00,2008-09-30 00:36:17,273,0,48,1,Undead,Warrior,0,1,0
6235,6,28,28,2008-01-13 23:57:47,2008-06-20 22:04:52,158,12,1,0,Tauren,Druid,0,0,0
6239,1,24,24,2008-07-12 00:50:49,2008-07-12 00:50:49,0,193,1,1,Troll,Hunter,0,1,1
6240,14,38,38,2008-01-31 12:21:11,2008-09-30 10:29:12,242,30,7,0,Undead,Warrior,0,0,1
6241,2953,70,70,2008-01-04 17:21:42,2008-09-30 22:13:56,270,3,71,3,Orc,Hunter,0,1,0
6243,9,1,1,2008-01-14 02:29:08,2008-08-01 23:14:48,200,13,1,1,Undead,Priest,0,1,0
6257,1,51,51,2008-09-15 05:02:23,2008-09-15 05:02:23,0,258,1,1,Undead,Rogue,0,1,1
6259,93,6,6,2008-01-14 19:08:49,2008-09-29 14:50:56,258,13,1,0,Undead,Warrior,0,0,0
